,Field,Subfield,Year,Month,Price
2,崇州,崇州,2017,10,6276
3,崇州,崇州,2017,09,6586
4,崇州,崇州,2017,08,8121
5,崇州,崇州,2017,07,7717
6,崇州,崇州,2017,06,4893
7,崇州,崇州,2017,05,4673
8,崇州,崇州,2017,04,4226
9,崇州,崇州,2017,03,4112
10,崇州,崇州,2017,02,4122
11,崇州,崇州,2017,01,4140
0,崇州,崇州,2017,12,6489
1,崇州,崇州,2017,11,6300
2,崇州,崇州,2017,10,6276
3,崇州,崇州,2017,09,6586
4,崇州,崇州,2017,08,8121
5,崇州,崇州,2017,07,7717
6,崇州,崇州,2017,06,4893
7,崇州,崇州,2017,05,4673
8,崇州,崇州,2017,04,4226
9,崇州,崇州,2017,03,4112
10,崇州,崇州,2017,02,4122
11,崇州,崇州,2017,01,4140
0,崇州,崇州,2017,12,6489
1,崇州,崇州,2017,11,6300
2,崇州,崇州,2017,10,6276
3,崇州,崇州,2017,09,6586
4,崇州,崇州,2017,08,8121
5,崇州,崇州,2017,07,7717
6,崇州,崇州,2017,06,4893
7,崇州,崇州,2017,05,4673
8,崇州,崇州,2017,04,4226
9,崇州,崇州,2017,03,4112
10,崇州,崇州,2017,02,4122
11,崇州,崇州,2017,01,4140
0,崇州,崇州,2017,12,6489
1,崇州,崇州,2017,11,6300
2,崇州,崇州,2017,10,6276
3,崇州,崇州,2017,09,6586
4,崇州,崇州,2017,08,8121
5,崇州,崇州,2017,07,7717
6,崇州,崇州,2017,06,4893
7,崇州,崇州,2017,05,4673
8,崇州,崇州,2017,04,4226
9,崇州,崇州,2017,03,4112
10,崇州,崇州,2017,02,4122
11,崇州,崇州,2017,01,4140
0,崇州,崇州,2017,12,6489
1,崇州,崇州,2017,11,6300
2,崇州,崇州,2017,10,6276
3,崇州,崇州,2017,09,6586
4,崇州,崇州,2017,08,8121
5,崇州,崇州,2017,07,7717
6,崇州,崇州,2017,06,4893
7,崇州,崇州,2017,05,4673
8,崇州,崇州,2017,04,4226
9,崇州,崇州,2017,03,4112
10,崇州,崇州,2017,02,4122
11,崇州,崇州,2017,01,4140
0,崇州,崇州,2017,12,6489
1,崇州,崇州,2017,11,6300
2,崇州,崇州,2017,10,6276
3,崇州,崇州,2017,09,6586
4,崇州,崇州,2017,08,8121
5,崇州,崇州,2017,07,7717
6,崇州,崇州,2017,06,4893
7,崇州,崇州,2017,05,4673
8,崇州,崇州,2017,04,4226
9,崇州,崇州,2017,03,4112
10,崇州,崇州,2017,02,4122
11,崇州,崇州,2017,01,4140
0,崇州,崇州,2017,12,6489
1,崇州,崇州,2017,11,6300
2,崇州,崇州,2017,10,6276
3,崇州,崇州,2017,09,6586
4,崇州,崇州,2017,08,8121
5,崇州,崇州,2017,07,7717
6,崇州,崇州,2017,06,4893
7,崇州,崇州,2017,05,4673
8,崇州,崇州,2017,04,4226
9,崇州,崇州,2017,03,4112
10,崇州,崇州,2017,02,4122
11,崇州,崇州,2017,01,4140
0,崇州,崇州,2017,12,6489
1,崇州,崇州,2017,11,6300
2,崇州,崇州,2017,10,6276
3,崇州,崇州,2017,09,6586
4,崇州,崇州,2017,08,8121
5,崇州,崇州,2017,07,7717
6,崇州,崇州,2017,06,4893
7,崇州,崇州,2017,05,4673
8,崇州,崇州,2017,04,4226
9,崇州,崇州,2017,03,4112
10,崇州,崇州,2017,02,4122
11,崇州,崇州,2017,01,4140
0,崇州,崇州,2017,12,6489
1,崇州,崇州,2017,11,6300
2,崇州,崇州,2017,10,6276
3,崇州,崇州,2017,09,6586
4,崇州,崇州,2017,08,8121
5,崇州,崇州,2017,07,7717
6,崇州,崇州,2017,06,4893
7,崇州,崇州,2017,05,4673
8,崇州,崇州,2017,04,4226
9,崇州,崇州,2017,03,4112
10,崇州,崇州,2017,02,4122
11,崇州,崇州,2017,01,4140
0,崇州,崇州,2017,12,6489
1,崇州,崇州,2017,11,6300
2,崇州,崇州,2017,10,6276
3,崇州,崇州,2017,09,6586
4,崇州,崇州,2017,08,8121
5,崇州,崇州,2017,07,7717
6,崇州,崇州,2017,06,4893
7,崇州,崇州,2017,05,4673
8,崇州,崇州,2017,04,4226
9,崇州,崇州,2017,03,4112
10,崇州,崇州,2017,02,4122
11,崇州,崇州,2017,01,4140
0,崇州,崇州,2017,12,6489
1,崇州,崇州,2017,11,6300
2,崇州,崇州,2017,10,6276
3,崇州,崇州,2017,09,6586
4,崇州,崇州,2017,08,8121
5,崇州,崇州,2017,07,7717
6,崇州,崇州,2017,06,4893
7,崇州,崇州,2017,05,4673
8,崇州,崇州,2017,04,4226
9,崇州,崇州,2017,03,4112
10,崇州,崇州,2017,02,4122
11,崇州,崇州,2017,01,4140
0,崇州,崇州,2017,12,6489
1,崇州,崇州,2017,11,6300
2,崇州,崇州,2017,10,6276
3,崇州,崇州,2017,09,6586
4,崇州,崇州,2017,08,8121
5,崇州,崇州,2017,07,7717
6,崇州,崇州,2017,06,4893
7,崇州,崇州,2017,05,4673
8,崇州,崇州,2017,04,4226
9,崇州,崇州,2017,03,4112
10,崇州,崇州,2017,02,4122
11,崇州,崇州,2017,01,4140
0,崇州,崇州,2017,12,6489
1,崇州,崇州,2017,11,6300
2,崇州,崇州,2017,10,6276
3,崇州,崇州,2017,09,6586
4,崇州,崇州,2017,08,8121
5,崇州,崇州,2017,07,7717
6,崇州,崇州,2017,06,4893
7,崇州,崇州,2017,05,4673
8,崇州,崇州,2017,04,4226
9,崇州,崇州,2017,03,4112
10,崇州,崇州,2017,02,4122
11,崇州,崇州,2017,01,4140
0,崇州,崇州,2017,12,6489
1,崇州,崇州,2017,11,6300
2,崇州,崇州,2017,10,6276
3,崇州,崇州,2017,09,6586
4,崇州,崇州,2017,08,8121
5,崇州,崇州,2017,07,7717
6,崇州,崇州,2017,06,4893
7,崇州,崇州,2017,05,4673
8,崇州,崇州,2017,04,4226
9,崇州,崇州,2017,03,4112
10,崇州,崇州,2017,02,4122
11,崇州,崇州,2017,01,4140
0,崇州,崇州,2017,12,6489
1,崇州,崇州,2017,11,6300
2,崇州,崇州,2017,10,6276
3,崇州,崇州,2017,09,6586
4,崇州,崇州,2017,08,8121
5,崇州,崇州,2017,07,7717
6,崇州,崇州,2017,06,4893
7,崇州,崇州,2017,05,4673
8,崇州,崇州,2017,04,4226
9,崇州,崇州,2017,03,4112
10,崇州,崇州,2017,02,4122
11,崇州,崇州,2017,01,4140
0,崇州,崇州,2017,12,6489
1,崇州,崇州,2017,11,6300
2,崇州,崇州,2017,10,6276
3,崇州,崇州,2017,09,6586
4,崇州,崇州,2017,08,8121
5,崇州,崇州,2017,07,7717
6,崇州,崇州,2017,06,4893
7,崇州,崇州,2017,05,4673
8,崇州,崇州,2017,04,4226
9,崇州,崇州,2017,03,4112
10,崇州,崇州,2017,02,4122
11,崇州,崇州,2017,01,4140
0,崇州,崇州,2017,12,6489
1,崇州,崇州,2017,11,6300
2,崇州,崇州,2017,10,6276
3,崇州,崇州,2017,09,6586
4,崇州,崇州,2017,08,8121
5,崇州,崇州,2017,07,7717
6,崇州,崇州,2017,06,4893
7,崇州,崇州,2017,05,4673
8,崇州,崇州,2017,04,4226
9,崇州,崇州,2017,03,4112
10,崇州,崇州,2017,02,4122
11,崇州,崇州,2017,01,4140
0,崇州,崇州,2017,12,6489
1,崇州,崇州,2017,11,6300
2,崇州,崇州,2017,10,6276
3,崇州,崇州,2017,09,6586
4,崇州,崇州,2017,08,8121
5,崇州,崇州,2017,07,7717
6,崇州,崇州,2017,06,4893
7,崇州,崇州,2017,05,4673
8,崇州,崇州,2017,04,4226
9,崇州,崇州,2017,03,4112
10,崇州,崇州,2017,02,4122
11,崇州,崇州,2017,01,4140
0,大邑,全部,2017,12,5606
1,大邑,全部,2017,11,5338
2,大邑,全部,2017,10,5031
3,大邑,全部,2017,09,4875
4,大邑,全部,2017,08,4726
5,大邑,全部,2017,07,4561
6,大邑,全部,2017,06,4305
7,大邑,全部,2017,05,5164
8,大邑,全部,2017,04,5570
9,大邑,全部,2017,03,5432
10,大邑,全部,2017,02,5432
11,大邑,全部,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,大邑,大邑,2017,12,5606
1,大邑,大邑,2017,11,5338
2,大邑,大邑,2017,10,5031
3,大邑,大邑,2017,09,4875
4,大邑,大邑,2017,08,4726
5,大邑,大邑,2017,07,4561
6,大邑,大邑,2017,06,4305
7,大邑,大邑,2017,05,5164
8,大邑,大邑,2017,04,5570
9,大邑,大邑,2017,03,5432
10,大邑,大邑,2017,02,5432
11,大邑,大邑,2017,01,5432
0,邛崃,全部,2017,12,5981
1,邛崃,全部,2017,11,5932
2,邛崃,全部,2017,10,5824
3,邛崃,全部,2017,09,5653
4,邛崃,全部,2017,08,5540
5,邛崃,全部,2017,07,5577
6,邛崃,全部,2017,06,5765
7,邛崃,全部,2017,05,5803
8,邛崃,全部,2017,04,6052
9,邛崃,全部,2017,03,6737
10,邛崃,全部,2017,02,6645
11,邛崃,全部,2017,01,6629
0,邛崃,邛崃,2017,12,5981
1,邛崃,邛崃,2017,11,5932
2,邛崃,邛崃,2017,10,5824
3,邛崃,邛崃,2017,09,5653
4,邛崃,邛崃,2017,08,5540
5,邛崃,邛崃,2017,07,5577
6,邛崃,邛崃,2017,06,5765
7,邛崃,邛崃,2017,05,5803
8,邛崃,邛崃,2017,04,6052
9,邛崃,邛崃,2017,03,6737
10,邛崃,邛崃,2017,02,6645
11,邛崃,邛崃,2017,01,6629
0,邛崃,邛崃,2017,12,5981
1,邛崃,邛崃,2017,11,5932
2,邛崃,邛崃,2017,10,5824
3,邛崃,邛崃,2017,09,5653
4,邛崃,邛崃,2017,08,5540
5,邛崃,邛崃,2017,07,5577
6,邛崃,邛崃,2017,06,5765
7,邛崃,邛崃,2017,05,5803
8,邛崃,邛崃,2017,04,6052
9,邛崃,邛崃,2017,03,6737
10,邛崃,邛崃,2017,02,6645
11,邛崃,邛崃,2017,01,6629
0,邛崃,邛崃,2017,12,5981
1,邛崃,邛崃,2017,11,5932
2,邛崃,邛崃,2017,10,5824
3,邛崃,邛崃,2017,09,5653
4,邛崃,邛崃,2017,08,5540
5,邛崃,邛崃,2017,07,5577
6,邛崃,邛崃,2017,06,5765
7,邛崃,邛崃,2017,05,5803
8,邛崃,邛崃,2017,04,6052
9,邛崃,邛崃,2017,03,6737
10,邛崃,邛崃,2017,02,6645
11,邛崃,邛崃,2017,01,6629
0,邛崃,邛崃,2017,12,5981
1,邛崃,邛崃,2017,11,5932
2,邛崃,邛崃,2017,10,5824
3,邛崃,邛崃,2017,09,5653
4,邛崃,邛崃,2017,08,5540
5,邛崃,邛崃,2017,07,5577
6,邛崃,邛崃,2017,06,5765
7,邛崃,邛崃,2017,05,5803
8,邛崃,邛崃,2017,04,6052
9,邛崃,邛崃,2017,03,6737
10,邛崃,邛崃,2017,02,6645
11,邛崃,邛崃,2017,01,6629
0,邛崃,邛崃,2017,12,5981
1,邛崃,邛崃,2017,11,5932
2,邛崃,邛崃,2017,10,5824
3,邛崃,邛崃,2017,09,5653
4,邛崃,邛崃,2017,08,5540
5,邛崃,邛崃,2017,07,5577
6,邛崃,邛崃,2017,06,5765
7,邛崃,邛崃,2017,05,5803
8,邛崃,邛崃,2017,04,6052
9,邛崃,邛崃,2017,03,6737
10,邛崃,邛崃,2017,02,6645
11,邛崃,邛崃,2017,01,6629
0,邛崃,邛崃,2017,12,5981
1,邛崃,邛崃,2017,11,5932
2,邛崃,邛崃,2017,10,5824
3,邛崃,邛崃,2017,09,5653
4,邛崃,邛崃,2017,08,5540
5,邛崃,邛崃,2017,07,5577
6,邛崃,邛崃,2017,06,5765
7,邛崃,邛崃,2017,05,5803
8,邛崃,邛崃,2017,04,6052
9,邛崃,邛崃,2017,03,6737
10,邛崃,邛崃,2017,02,6645
11,邛崃,邛崃,2017,01,6629
0,邛崃,邛崃,2017,12,5981
1,邛崃,邛崃,2017,11,5932
2,邛崃,邛崃,2017,10,5824
3,邛崃,邛崃,2017,09,5653
4,邛崃,邛崃,2017,08,5540
5,邛崃,邛崃,2017,07,5577
6,邛崃,邛崃,2017,06,5765
7,邛崃,邛崃,2017,05,5803
8,邛崃,邛崃,2017,04,6052
9,邛崃,邛崃,2017,03,6737
10,邛崃,邛崃,2017,02,6645
11,邛崃,邛崃,2017,01,6629
0,邛崃,邛崃,2017,12,5981
1,邛崃,邛崃,2017,11,5932
2,邛崃,邛崃,2017,10,5824
3,邛崃,邛崃,2017,09,5653
4,邛崃,邛崃,2017,08,5540
5,邛崃,邛崃,2017,07,5577
6,邛崃,邛崃,2017,06,5765
7,邛崃,邛崃,2017,05,5803
8,邛崃,邛崃,2017,04,6052
9,邛崃,邛崃,2017,03,6737
10,邛崃,邛崃,2017,02,6645
11,邛崃,邛崃,2017,01,6629
0,邛崃,邛崃,2017,12,5981
1,邛崃,邛崃,2017,11,5932
2,邛崃,邛崃,2017,10,5824
3,邛崃,邛崃,2017,09,5653
4,邛崃,邛崃,2017,08,5540
5,邛崃,邛崃,2017,07,5577
6,邛崃,邛崃,2017,06,5765
7,邛崃,邛崃,2017,05,5803
8,邛崃,邛崃,2017,04,6052
9,邛崃,邛崃,2017,03,6737
10,邛崃,邛崃,2017,02,6645
11,邛崃,邛崃,2017,01,6629
0,邛崃,邛崃,2017,12,5981
1,邛崃,邛崃,2017,11,5932
2,邛崃,邛崃,2017,10,5824
3,邛崃,邛崃,2017,09,5653
4,邛崃,邛崃,2017,08,5540
5,邛崃,邛崃,2017,07,5577
6,邛崃,邛崃,2017,06,5765
7,邛崃,邛崃,2017,05,5803
8,邛崃,邛崃,2017,04,6052
9,邛崃,邛崃,2017,03,6737
10,邛崃,邛崃,2017,02,6645
11,邛崃,邛崃,2017,01,6629
0,邛崃,邛崃,2017,12,5981
1,邛崃,邛崃,2017,11,5932
2,邛崃,邛崃,2017,10,5824
3,邛崃,邛崃,2017,09,5653
4,邛崃,邛崃,2017,08,5540
5,邛崃,邛崃,2017,07,5577
6,邛崃,邛崃,2017,06,5765
7,邛崃,邛崃,2017,05,5803
8,邛崃,邛崃,2017,04,6052
9,邛崃,邛崃,2017,03,6737
10,邛崃,邛崃,2017,02,6645
11,邛崃,邛崃,2017,01,6629
0,邛崃,邛崃,2017,12,5981
1,邛崃,邛崃,2017,11,5932
2,邛崃,邛崃,2017,10,5824
3,邛崃,邛崃,2017,09,5653
4,邛崃,邛崃,2017,08,5540
5,邛崃,邛崃,2017,07,5577
6,邛崃,邛崃,2017,06,5765
7,邛崃,邛崃,2017,05,5803
8,邛崃,邛崃,2017,04,6052
9,邛崃,邛崃,2017,03,6737
10,邛崃,邛崃,2017,02,6645
11,邛崃,邛崃,2017,01,6629
0,邛崃,邛崃,2017,12,5981
1,邛崃,邛崃,2017,11,5932
2,邛崃,邛崃,2017,10,5824
3,邛崃,邛崃,2017,09,5653
4,邛崃,邛崃,2017,08,5540
5,邛崃,邛崃,2017,07,5577
6,邛崃,邛崃,2017,06,5765
7,邛崃,邛崃,2017,05,5803
8,邛崃,邛崃,2017,04,6052
9,邛崃,邛崃,2017,03,6737
10,邛崃,邛崃,2017,02,6645
11,邛崃,邛崃,2017,01,6629
0,邛崃,邛崃,2017,12,5981
1,邛崃,邛崃,2017,11,5932
2,邛崃,邛崃,2017,10,5824
3,邛崃,邛崃,2017,09,5653
4,邛崃,邛崃,2017,08,5540
5,邛崃,邛崃,2017,07,5577
6,邛崃,邛崃,2017,06,5765
7,邛崃,邛崃,2017,05,5803
8,邛崃,邛崃,2017,04,6052
9,邛崃,邛崃,2017,03,6737
10,邛崃,邛崃,2017,02,6645
11,邛崃,邛崃,2017,01,6629
0,邛崃,邛崃,2017,12,5981
1,邛崃,邛崃,2017,11,5932
2,邛崃,邛崃,2017,10,5824
3,邛崃,邛崃,2017,09,5653
4,邛崃,邛崃,2017,08,5540
5,邛崃,邛崃,2017,07,5577
6,邛崃,邛崃,2017,06,5765
7,邛崃,邛崃,2017,05,5803
8,邛崃,邛崃,2017,04,6052
9,邛崃,邛崃,2017,03,6737
10,邛崃,邛崃,2017,02,6645
11,邛崃,邛崃,2017,01,6629
0,邛崃,邛崃,2017,12,5981
1,邛崃,邛崃,2017,11,5932
2,邛崃,邛崃,2017,10,5824
3,邛崃,邛崃,2017,09,5653
4,邛崃,邛崃,2017,08,5540
5,邛崃,邛崃,2017,07,5577
6,邛崃,邛崃,2017,06,5765
7,邛崃,邛崃,2017,05,5803
8,邛崃,邛崃,2017,04,6052
9,邛崃,邛崃,2017,03,6737
10,邛崃,邛崃,2017,02,6645
11,邛崃,邛崃,2017,01,6629
0,邛崃,邛崃,2017,12,5981
1,邛崃,邛崃,2017,11,5932
2,邛崃,邛崃,2017,10,5824
3,邛崃,邛崃,2017,09,5653
4,邛崃,邛崃,2017,08,5540
5,邛崃,邛崃,2017,07,5577
6,邛崃,邛崃,2017,06,5765
7,邛崃,邛崃,2017,05,5803
8,邛崃,邛崃,2017,04,6052
9,邛崃,邛崃,2017,03,6737
10,邛崃,邛崃,2017,02,6645
11,邛崃,邛崃,2017,01,6629
